,token,count,date
212,kingdom,22,2021-03-30
213,protest,13,2021-03-30
214,today,13,2021-03-30
215,@thebristolcable,12,2021-03-30
216,#bristolprotests,12,2021-03-30
217,city,12,2021-03-30
218,like,10,2021-03-30
219,green,10,2021-03-30
220,bristol,75,2021-03-07
221,#bristol,58,2021-03-07
222,#unitedkingdom,51,2021-03-07
223,#free,50,2021-03-07
224,#foodwaste,46,2021-03-07
225,united,21,2021-03-07
226,kingdom,21,2021-03-07
227,@bristolcity,16,2021-03-07
228,photo,12,2021-03-07
229,good,10,2021-03-07
230,get,10,2021-03-07
231,posted,10,2021-03-07
232,today,10,2021-03-07
233,new,8,2021-03-07
234,x,7,2021-03-07
235,great,7,2021-03-07
236,see,7,2021-03-07
237,people,7,2021-03-07
238,us,7,2021-03-07
239,one,7,2021-03-07
240,bristol,84,2021-03-31
241,#bristol,69,2021-03-31
242,#unitedkingdom,59,2021-03-31
243,#free,59,2021-03-31
244,#foodwaste,51,2021-03-31
245,united,24,2021-03-31
246,kingdom,24,2021-03-31
247,posted,19,2021-03-31
248,@pondleg,18,2021-03-31
249,@chrisbristol10,18,2021-03-31
250,photo,17,2021-03-31
251,good,11,2021-03-31
252,measles,11,2021-03-31
253,get,10,2021-03-31
254,@bristolcouncil,10,2021-03-31
255,back,9,2021-03-31
256,one,9,2021-03-31
257,people,8,2021-03-31
258,#zerowaste,8,2021-03-31
259,would,8,2021-03-31
260,bristol,100,2021-04-02
261,#bristol,71,2021-04-02
262,#unitedkingdom,56,2021-04-02
263,#free,56,2021-04-02
264,#foodwaste,50,2021-04-02
265,@bristolcity,34,2021-04-02
266,city,24,2021-04-02
267,united,21,2021-04-02
268,kingdom,21,2021-04-02
269,posted,19,2021-04-02
270,photo,18,2021-04-02
271,one,17,2021-04-02
272,would,17,2021-04-02
273,time,16,2021-04-02
274,see,14,2021-04-02
275,us,14,2021-04-02
276,today,14,2021-04-02
277,back,11,2021-04-02
278,home,11,2021-04-02
279,game,11,2021-04-02
280,#bristol,69,2021-04-01
281,#unitedkingdom,64,2021-04-01
282,#free,64,2021-04-01
283,bristol,63,2021-04-01
284,#foodwaste,56,2021-04-01
285,united,18,2021-04-01
286,kingdom,18,2021-04-01
287,posted,14,2021-04-01
288,photo,13,2021-04-01
289,good,13,2021-04-01
290,@baileyofbristol,13,2021-04-01
291,#zerowaste,9,2021-04-01
292,thank,8,2021-04-01
293,white,8,2021-04-01
294,two,8,2021-04-01
295,day,8,2021-04-01
296,green,7,2021-04-01
297,new,7,2021-04-01
298,great,7,2021-04-01
299,today,6,2021-04-01
300,bristol,114,2021-04-03
301,#bristol,95,2021-04-03
302,#unitedkingdom,61,2021-04-03
303,#free,60,2021-04-03
304,#foodwaste,51,2021-04-03
305,protestors,40,2021-04-03
306,#killthebill,40,2021-04-03
307,#bristolprotest,31,2021-04-03
308,police,29,2021-04-03
309,united,22,2021-04-03
310,kingdom,22,2021-04-03
311,ha,19,2021-04-03
312,city,16,2021-04-03
313,posted,16,2021-04-03
314,photo,16,2021-04-03
315,people,15,2021-04-03
316,around,15,2021-04-03
317,centre,14,2021-04-03
318,one,14,2021-04-03
319,marching,13,2021-04-03
320,bristol,87,2021-03-11
321,#bristol,80,2021-03-11
322,#unitedkingdom,64,2021-03-11
323,#free,63,2021-03-11
324,#foodwaste,57,2021-03-11
325,united,30,2021-03-11
326,kingdom,30,2021-03-11
327,posted,24,2021-03-11
328,photo,23,2021-03-11
329,back,17,2021-03-11
330,city,12,2021-03-11
331,two,12,2021-03-11
332,time,11,2021-03-11
333,would,11,2021-03-11
334,@crepycidon,9,2021-03-11
335,@milzybristol,9,2021-03-11
336,@foxclaire,9,2021-03-11
337,new,8,2021-03-11
338,night,8,2021-03-11
339,one,8,2021-03-11
340,bristol,96,2021-03-08
341,#bristol,80,2021-03-08
342,#unitedkingdom,68,2021-03-08
343,#free,68,2021-03-08
344,#foodwaste,59,2021-03-08
345,united,27,2021-03-08
346,kingdom,27,2021-03-08
347,posted,24,2021-03-08
348,photo,24,2021-03-08
349,@bristolcitywfc,23,2021-03-08
350,women,22,2021-03-08
351,day,18,2021-03-08
352,#internationalwomensday,17,2021-03-08
353,would,16,2021-03-08
354,today,15,2021-03-08
355,one,14,2021-03-08
356,city,13,2021-03-08
357,great,12,2021-03-08
358,well,11,2021-03-08
359,happy,11,2021-03-08
360,bristol,110,2021-04-04
361,#bristol,74,2021-04-04
362,#unitedkingdom,50,2021-04-04
363,#free,50,2021-04-04
364,#foodwaste,41,2021-04-04
365,united,31,2021-04-04
366,kingdom,31,2021-04-04
367,@bristolbears,25,2021-04-04
368,easter,20,2021-04-04
369,posted,18,2021-04-04
370,happy,18,2021-04-04
371,today,16,2021-04-04
372,photo,15,2021-04-04
373,one,15,2021-04-04
374,game,15,2021-04-04
375,day,13,2021-04-04
376,back,11,2021-04-04
377,#zerowaste,9,2021-04-04
378,@bristolbluegas,9,2021-04-04
379,great,9,2021-04-04
380,bristol,102,2021-03-13
381,#bristol,74,2021-03-13
382,#unitedkingdom,61,2021-03-13
383,#free,60,2021-03-13
384,#foodwaste,49,2021-03-13
385,@bristolcity,39,2021-03-13
386,united,21,2021-03-13
387,kingdom,21,2021-03-13
388,city,20,2021-03-13
389,get,17,2021-03-13
390,posted,16,2021-03-13
391,photo,15,2021-03-13
392,would,15,2021-03-13
393,one,13,2021-03-13
394,good,12,2021-03-13
395,@bristolbears,12,2021-03-13
396,#zerowaste,11,2021-03-13
397,see,11,2021-03-13
398,well,11,2021-03-13
399,fire,10,2021-03-13
400,bristol,99,2021-04-05
401,#bristol,55,2021-04-05
402,#unitedkingdom,44,2021-04-05
403,#free,44,2021-04-05
404,#foodwaste,41,2021-04-05
405,@bristolcity,39,2021-04-05
406,city,29,2021-04-05
407,photo,23,2021-04-05
408,united,21,2021-04-05
409,kingdom,21,2021-04-05
410,posted,20,2021-04-05
411,good,16,2021-04-05
412,one,16,2021-04-05
413,get,13,2021-04-05
414,three,12,2021-04-05
415,time,12,2021-04-05
416,would,12,2021-04-05
417,today,12,2021-04-05
418,@bristolbluegas,12,2021-04-05
419,two,11,2021-04-05
420,bristol,86,2021-03-19
421,#bristol,66,2021-03-19
422,#unitedkingdom,56,2021-03-19
423,#free,56,2021-03-19
424,#foodwaste,51,2021-03-19
425,united,32,2021-03-19
426,kingdom,32,2021-03-19
427,posted,22,2021-03-19
428,photo,20,2021-03-19
429,city,11,2021-03-19
430,x,10,2021-03-19
431,good,10,2021-03-19
432,think,8,2021-03-19
433,back,8,2021-03-19
434,two,7,2021-03-19
435,week,7,2021-03-19
436,love,7,2021-03-19
437,time,7,2021-03-19
438,would,7,2021-03-19
439,thanks,6,2021-03-19
440,bristol,79,2021-04-06
441,#bristol,57,2021-04-06
442,#unitedkingdom,47,2021-04-06
443,#free,47,2021-04-06
444,#foodwaste,42,2021-04-06
445,photo,19,2021-04-06
446,posted,17,2021-04-06
447,united,17,2021-04-06
448,kingdom,17,2021-04-06
449,would,15,2021-04-06
450,good,11,2021-04-06
451,two,9,2021-04-06
452,one,8,2021-04-06
453,time,8,2021-04-06
454,year,7,2021-04-06
455,still,7,2021-04-06
456,need,7,2021-04-06
457,@bristolbluegas,7,2021-04-06
458,get,7,2021-04-06
459,back,7,2021-04-06
460,bristol,145,2021-03-23
461,#bristol,71,2021-03-23
462,#unitedkingdom,55,2021-03-23
463,#free,55,2021-03-23
464,#foodwaste,46,2021-03-23
465,police,33,2021-03-23
466,posted,20,2021-03-23
467,protest,19,2021-03-23
468,photo,19,2021-03-23
469,united,19,2021-03-23
470,kingdom,19,2021-03-23
471,like,17,2021-03-23
472,would,15,2021-03-23
473,@bristolvor,15,2021-03-23
474,one,13,2021-03-23
475,riots,11,2021-03-23
476,people,11,2021-03-23
477,#bristolprotest,10,2021-03-23
478,riot,10,2021-03-23
479,peaceful,9,2021-03-23
480,bristol,102,2021-03-14
481,#bristol,82,2021-03-14
482,#unitedkingdom,80,2021-03-14
483,#free,78,2021-03-14
484,#foodwaste,69,2021-03-14
485,@bristolcitywfc,28,2021-03-14
486,united,25,2021-03-14
487,kingdom,25,2021-03-14
488,day,23,2021-03-14
489,posted,17,2021-03-14
490,city,17,2021-03-14
491,photo,16,2021-03-14
492,@chelseafcw,14,2021-03-14
493,today,14,2021-03-14
494,good,12,2021-03-14
495,would,11,2021-03-14
496,happy,11,2021-03-14
497,go,11,2021-03-14
498,luck,11,2021-03-14
499,#zerowaste,9,2021-03-14
500,bristol,97,2021-03-20
501,#bristol,61,2021-03-20
502,#unitedkingdom,59,2021-03-20
503,#free,59,2021-03-20
504,#foodwaste,55,2021-03-20
505,united,27,2021-03-20
506,kingdom,26,2021-03-20
507,posted,18,2021-03-20
508,photo,18,2021-03-20
509,good,17,2021-03-20
510,today,17,2021-03-20
511,@bristolcity,15,2021-03-20
512,city,14,2021-03-20
513,@bristolvor,13,2021-03-20
514,one,12,2021-03-20
515,@milzybristol,11,2021-03-20
516,like,11,2021-03-20
517,great,11,2021-03-20
518,x,10,2021-03-20
519,season,10,2021-03-20
520,bristol,208,2021-03-26
521,#bristol,81,2021-03-26
522,police,59,2021-03-26
523,#unitedkingdom,54,2021-03-26
524,#free,54,2021-03-26
525,#foodwaste,47,2021-03-26
526,people,27,2021-03-26
527,united,26,2021-03-26
528,kingdom,26,2021-03-26
529,protest,26,2021-03-26
530,see,24,2021-03-26
531,posted,22,2021-03-26
532,photo,21,2021-03-26
533,one,21,2021-03-26
534,two,20,2021-03-26
535,tonight,19,2021-03-26
536,protestors,18,2021-03-26
537,city,18,2021-03-26
538,get,15,2021-03-26
539,peaceful,15,2021-03-26
540,#bristol,79,2021-03-03
541,#unitedkingdom,66,2021-03-03
542,#free,66,2021-03-03
543,bristol,64,2021-03-03
544,#foodwaste,49,2021-03-03
545,@bristolcity,18,2021-03-03
546,two,17,2021-03-03
547,#zerowaste,17,2021-03-03
548,one,16,2021-03-03
549,city,14,2021-03-03
550,would,14,2021-03-03
551,tesco,12,2021-03-03
552,great,12,2021-03-03
553,time,10,2021-03-03
554,bournemouth,9,2021-03-03
555,x,9,2021-03-03
556,twelve,9,2021-03-03
557,six,8,2021-03-03
558,sheff,8,2021-03-03
559,utd,8,2021-03-03
560,bristol,102,2021-03-02
561,#bristol,100,2021-03-02
562,#unitedkingdom,81,2021-03-02
563,#free,81,2021-03-02
564,#foodwaste,63,2021-03-02
565,united,27,2021-03-02
566,kingdom,27,2021-03-02
567,posted,24,2021-03-02
568,photo,23,2021-03-02
569,#zerowaste,18,2021-03-02
570,would,17,2021-03-02
571,white,11,2021-03-02
572,us,11,2021-03-02
573,back,10,2021-03-02
574,city,10,2021-03-02
575,see,9,2021-03-02
576,one,9,2021-03-02
577,today,9,2021-03-02
578,loaf,8,2021-03-02
579,better,8,2021-03-02
580,bristol,101,2021-03-01
581,#bristol,95,2021-03-01
582,#unitedkingdom,84,2021-03-01
583,#free,84,2021-03-01
584,#foodwaste,76,2021-03-01
585,united,32,2021-03-01
586,kingdom,32,2021-03-01
587,photo,26,2021-03-01
588,posted,25,2021-03-01
589,@bristolvor,22,2021-03-01
590,one,19,2021-03-01
591,new,12,2021-03-01
592,two,11,2021-03-01
593,week,11,2021-03-01
594,think,11,2021-03-01
595,still,10,2021-03-01
596,would,10,2021-03-01
597,like,9,2021-03-01
598,today,9,2021-03-01
599,day,8,2021-03-01
600,bristol,81,2021-03-04
601,#bristol,70,2021-03-04
602,#unitedkingdom,61,2021-03-04
603,#free,59,2021-03-04
604,#foodwaste,49,2021-03-04
605,united,37,2021-03-04
606,kingdom,37,2021-03-04
607,posted,23,2021-03-04
608,photo,23,2021-03-04
609,would,14,2021-03-04
610,great,11,2021-03-04
611,#zerowaste,10,2021-03-04
612,day,9,2021-03-04
613,x,8,2021-03-04
614,@bristolbluegas,8,2021-03-04
615,time,7,2021-03-04
616,@bristolvor,7,2021-03-04
617,us,7,2021-03-04
618,love,7,2021-03-04
619,two,7,2021-03-04
620,#bristol,91,2021-03-05
621,bristol,88,2021-03-05
622,#unitedkingdom,79,2021-03-05
623,#free,79,2021-03-05
624,#foodwaste,68,2021-03-05
625,united,33,2021-03-05
626,kingdom,33,2021-03-05
627,posted,27,2021-03-05
628,photo,26,2021-03-05
629,one,13,2021-03-05
630,#zerowaste,11,2021-03-05
631,back,8,2021-03-05
632,good,8,2021-03-05
633,two,8,2021-03-05
634,week,7,2021-03-05
635,get,7,2021-03-05
636,x,7,2021-03-05
637,@bristolbears,7,2021-03-05
638,day,6,2021-03-05
639,last,6,2021-03-05
640,bristol,472,2021-03-22
641,police,181,2021-03-22
642,#bristol,140,2021-03-22
643,people,101,2021-03-22
644,last,100,2021-03-22
645,protest,90,2021-03-22
646,night,80,2021-03-22
647,violence,67,2021-03-22
648,#unitedkingdom,64,2021-03-22
649,#free,64,2021-03-22
650,#bristolprotest,63,2021-03-22
651,#foodwaste,57,2021-03-22
652,bill,52,2021-03-22
653,protests,51,2021-03-22
654,peaceful,42,2021-03-22
655,would,41,2021-03-22
656,riots,39,2021-03-22
657,get,39,2021-03-22
658,city,39,2021-03-22
659,officers,37,2021-03-22
660,bristol,98,2021-03-12
661,#bristol,75,2021-03-12
662,#unitedkingdom,68,2021-03-12
663,#free,68,2021-03-12
664,#foodwaste,56,2021-03-12
665,@bristolbears,47,2021-03-12
666,united,20,2021-03-12
667,kingdom,20,2021-03-12
668,photo,19,2021-03-12
669,posted,18,2021-03-12
670,would,17,2021-03-12
671,city,16,2021-03-12
672,v,15,2021-03-12
673,good,15,2021-03-12
674,one,14,2021-03-12
675,us,14,2021-03-12
676,great,14,2021-03-12
677,#zerowaste,12,2021-03-12
678,@bristolcity,9,2021-03-12
679,work,9,2021-03-12
680,#bristol,102,2021-03-15
681,#unitedkingdom,85,2021-03-15
682,#free,85,2021-03-15
683,#foodwaste,73,2021-03-15
684,bristol,69,2021-03-15
685,posted,18,2021-03-15
686,united,18,2021-03-15
687,kingdom,18,2021-03-15
688,photo,16,2021-03-15
689,#zerowaste,12,2021-03-15
690,one,11,2021-03-15
691,city,9,2021-03-15
692,day,9,2021-03-15
693,would,9,2021-03-15
694,x,8,2021-03-15
695,see,8,2021-03-15
696,could,8,2021-03-15
697,week,7,2021-03-15
698,call,7,2021-03-15
699,three,7,2021-03-15
700,#bristol,101,2021-03-16
701,#unitedkingdom,94,2021-03-16
702,bristol,93,2021-03-16
703,#free,93,2021-03-16
704,#foodwaste,84,2021-03-16
705,united,23,2021-03-16
706,kingdom,23,2021-03-16
707,photo,22,2021-03-16
708,posted,21,2021-03-16
709,would,15,2021-03-16
710,city,14,2021-03-16
711,two,12,2021-03-16
712,good,12,2021-03-16
713,get,11,2021-03-16
714,love,11,2021-03-16
715,one,10,2021-03-16
716,x,9,2021-03-16
717,#zerowaste,9,2021-03-16
718,time,8,2021-03-16
719,go,7,2021-03-16
720,bristol,107,2021-03-17
721,#bristol,60,2021-03-17
722,#unitedkingdom,44,2021-03-17
723,#free,44,2021-03-17
724,#foodwaste,38,2021-03-17
725,city,27,2021-03-17
726,posted,17,2021-03-17
727,united,17,2021-03-17
728,kingdom,17,2021-03-17
729,photo,15,2021-03-17
730,@bristolcity,13,2021-03-17
731,good,12,2021-03-17
732,would,11,2021-03-17
733,one,11,2021-03-17
734,please,11,2021-03-17
735,tonight,11,2021-03-17
736,like,10,2021-03-17
737,win,10,2021-03-17
738,see,10,2021-03-17
739,great,9,2021-03-17
740,bristol,93,2021-03-18
741,#bristol,85,2021-03-18
742,#unitedkingdom,77,2021-03-18
743,#free,77,2021-03-18
744,#foodwaste,65,2021-03-18
745,united,26,2021-03-18
746,kingdom,26,2021-03-18
747,posted,19,2021-03-18
748,photo,18,2021-03-18
749,one,17,2021-03-18
750,#zerowaste,12,2021-03-18
751,great,12,2021-03-18
752,x,10,2021-03-18
753,us,9,2021-03-18
754,looking,9,2021-03-18
755,would,9,2021-03-18
756,little,8,2021-03-18
757,wrap,7,2021-03-18
758,city,7,2021-03-18
759,see,7,2021-03-18
760,bristol,465,2021-03-21
761,#bristol,193,2021-03-21
762,police,151,2021-03-21
763,protest,101,2021-03-21
764,#unitedkingdom,67,2021-03-21
765,#free,67,2021-03-21
766,people,61,2021-03-21
767,#foodwaste,59,2021-03-21
768,tonight,57,2021-03-21
769,#killthebill,52,2021-03-21
770,bill,48,2021-03-21
771,scenes,48,2021-03-21
772,#bristolprotest,42,2021-03-21
773,protests,41,2021-03-21
774,right,40,2021-03-21
775,today,39,2021-03-21
776,city,38,2021-03-21
777,going,36,2021-03-21
778,officers,36,2021-03-21
779,@bristolbears,35,2021-03-21
