,token,count,date
181,vaccine,151,2021-03-16
182,#covid19,144,2021-03-16
183,nineteen,138,2021-03-16
184,one,128,2021-03-16
185,get,118,2021-03-16
186,people,105,2021-03-16
187,year,91,2021-03-16
188,would,72,2021-03-16
189,first,71,2021-03-16
190,last,70,2021-03-16
191,time,69,2021-03-16
192,day,69,2021-03-16
193,jab,67,2021-03-16
194,today,67,2021-03-16
195,well,61,2021-03-16
196,like,54,2021-03-16
197,still,53,2021-03-16
198,good,48,2021-03-16
199,uk,48,2021-03-16
200,covid,752,2021-03-30
201,#covid19,124,2021-03-30
202,nineteen,112,2021-03-30
203,people,111,2021-03-30
204,vaccine,106,2021-03-30
205,one,85,2021-03-30
206,would,83,2021-03-30
207,get,75,2021-03-30
208,time,55,2021-03-30
209,day,54,2021-03-30
210,us,51,2021-03-30
211,still,51,2021-03-30
212,today,49,2021-03-30
213,two,46,2021-03-30
214,last,46,2021-03-30
215,year,45,2021-03-30
216,well,44,2021-03-30
217,jab,43,2021-03-30
218,first,42,2021-03-30
219,like,42,2021-03-30
220,covid,768,2021-04-07
221,nineteen,139,2021-04-07
222,vaccine,130,2021-04-07
223,#covid19,120,2021-04-07
224,people,111,2021-04-07
225,get,89,2021-04-07
226,one,81,2021-04-07
227,would,71,2021-04-07
228,like,63,2021-04-07
229,risk,57,2021-04-07
230,uk,52,2021-04-07
231,need,51,2021-04-07
232,jab,51,2021-04-07
233,long,49,2021-04-07
234,work,48,2021-04-07
235,day,47,2021-04-07
236,year,47,2021-04-07
237,blood,46,2021-04-07
238,going,46,2021-04-07
239,think,45,2021-04-07
240,covid,622,2021-03-31
241,#covid19,111,2021-03-31
242,people,109,2021-03-31
243,nineteen,99,2021-03-31
244,vaccine,99,2021-03-31
245,one,58,2021-03-31
246,like,56,2021-03-31
247,get,53,2021-03-31
248,still,42,2021-03-31
249,jab,41,2021-03-31
250,due,41,2021-03-31
251,day,39,2021-03-31
252,year,38,2021-03-31
253,would,37,2021-03-31
254,today,36,2021-03-31
255,uk,36,2021-03-31
256,two,36,2021-03-31
257,first,35,2021-03-31
258,us,34,2021-03-31
259,good,34,2021-03-31
260,covid,812,2021-03-07
261,nineteen,126,2021-03-07
262,#covid19,114,2021-03-07
263,people,105,2021-03-07
264,get,97,2021-03-07
265,year,96,2021-03-07
266,one,90,2021-03-07
267,vaccine,86,2021-03-07
268,last,81,2021-03-07
269,would,78,2021-03-07
270,like,75,2021-03-07
271,us,67,2021-03-07
272,today,61,2021-03-07
273,back,61,2021-03-07
274,day,57,2021-03-07
275,first,56,2021-03-07
276,two,54,2021-03-07
277,still,52,2021-03-07
278,could,52,2021-03-07
279,think,51,2021-03-07
280,covid,639,2021-03-11
281,#covid19,122,2021-03-11
282,nineteen,107,2021-03-11
283,vaccine,89,2021-03-11
284,one,79,2021-03-11
285,people,76,2021-03-11
286,get,69,2021-03-11
287,today,64,2021-03-11
288,year,55,2021-03-11
289,jab,52,2021-03-11
290,would,52,2021-03-11
291,first,50,2021-03-11
292,back,50,2021-03-11
293,got,50,2021-03-11
294,us,43,2021-03-11
295,day,43,2021-03-11
296,two,42,2021-03-11
297,go,42,2021-03-11
298,time,39,2021-03-11
299,getting,39,2021-03-11
300,covid,658,2021-04-02
301,people,92,2021-04-02
302,#covid19,88,2021-04-02
303,nineteen,87,2021-04-02
304,vaccine,79,2021-04-02
305,would,67,2021-04-02
306,get,65,2021-04-02
307,one,58,2021-04-02
308,year,55,2021-04-02
309,passports,54,2021-04-02
310,us,49,2021-04-02
311,day,47,2021-04-02
312,last,46,2021-04-02
313,back,44,2021-04-02
314,like,44,2021-04-02
315,still,42,2021-04-02
316,today,40,2021-04-02
317,two,39,2021-04-02
318,could,39,2021-04-02
319,good,38,2021-04-02
320,covid,778,2021-03-17
321,#covid19,173,2021-03-17
322,nineteen,134,2021-03-17
323,vaccine,125,2021-03-17
324,one,120,2021-03-17
325,people,92,2021-03-17
326,jab,81,2021-03-17
327,get,80,2021-03-17
328,today,77,2021-03-17
329,day,70,2021-03-17
330,us,68,2021-03-17
331,would,66,2021-03-17
332,year,64,2021-03-17
333,first,59,2021-03-17
334,time,58,2021-03-17
335,#covidvaccine,56,2021-03-17
336,like,54,2021-03-17
337,uk,54,2021-03-17
338,vaccination,50,2021-03-17
339,well,47,2021-03-17
340,covid,629,2021-04-01
341,people,115,2021-04-01
342,#covid19,104,2021-04-01
343,nineteen,97,2021-04-01
344,get,78,2021-04-01
345,one,77,2021-04-01
346,vaccine,71,2021-04-01
347,would,68,2021-04-01
348,year,56,2021-04-01
349,us,49,2021-04-01
350,today,49,2021-04-01
351,time,48,2021-04-01
352,like,47,2021-04-01
353,last,44,2021-04-01
354,day,44,2021-04-01
355,long,44,2021-04-01
356,uk,43,2021-04-01
357,jab,39,2021-04-01
358,think,38,2021-04-01
359,work,38,2021-04-01
360,covid,613,2021-04-03
361,people,103,2021-04-03
362,nineteen,97,2021-04-03
363,#covid19,89,2021-04-03
364,vaccine,82,2021-04-03
365,one,78,2021-04-03
366,get,62,2021-04-03
367,would,62,2021-04-03
368,today,49,2021-04-03
369,see,44,2021-04-03
370,uk,44,2021-04-03
371,like,42,2021-04-03
372,day,42,2021-04-03
373,us,41,2021-04-03
374,back,41,2021-04-03
375,good,40,2021-04-03
376,two,39,2021-04-03
377,still,39,2021-04-03
378,deaths,38,2021-04-03
379,time,38,2021-04-03
380,covid,775,2021-03-13
381,nineteen,117,2021-03-13
382,#covid19,111,2021-03-13
383,people,104,2021-03-13
384,one,86,2021-03-13
385,get,85,2021-03-13
386,vaccine,77,2021-03-13
387,would,66,2021-03-13
388,police,60,2021-03-13
389,think,59,2021-03-13
390,first,59,2021-03-13
391,jab,59,2021-03-13
392,year,58,2021-03-13
393,today,57,2021-03-13
394,time,55,2021-03-13
395,day,55,2021-03-13
396,us,54,2021-03-13
397,still,53,2021-03-13
398,well,52,2021-03-13
399,rules,51,2021-03-13
400,covid,742,2021-03-08
401,nineteen,112,2021-03-08
402,#covid19,90,2021-03-08
403,today,85,2021-03-08
404,people,85,2021-03-08
405,one,84,2021-03-08
406,back,73,2021-03-08
407,get,61,2021-03-08
408,would,61,2021-03-08
409,vaccine,59,2021-03-08
410,test,56,2021-03-08
411,work,55,2021-03-08
412,us,55,2021-03-08
413,day,54,2021-03-08
414,school,53,2021-03-08
415,year,51,2021-03-08
416,first,49,2021-03-08
417,time,49,2021-03-08
418,still,49,2021-03-08
419,go,47,2021-03-08
420,covid,546,2021-04-04
421,people,87,2021-04-04
422,#covid19,68,2021-04-04
423,vaccine,61,2021-04-04
424,get,59,2021-04-04
425,would,55,2021-04-04
426,one,54,2021-04-04
427,nineteen,52,2021-04-04
428,passports,45,2021-04-04
429,easter,42,2021-04-04
430,year,39,2021-04-04
431,test,36,2021-04-04
432,need,35,2021-04-04
433,today,34,2021-04-04
434,us,33,2021-04-04
435,uk,33,2021-04-04
436,like,32,2021-04-04
437,good,30,2021-04-04
438,passport,30,2021-04-04
439,going,30,2021-04-04
440,covid,716,2021-04-05
441,#covid19,128,2021-04-05
442,people,109,2021-04-05
443,nineteen,96,2021-04-05
444,vaccine,85,2021-04-05
445,get,77,2021-04-05
446,would,74,2021-04-05
447,one,69,2021-04-05
448,back,58,2021-04-05
449,like,55,2021-04-05
450,test,54,2021-04-05
451,year,50,2021-04-05
452,tests,48,2021-04-05
453,see,46,2021-04-05
454,still,45,2021-04-05
455,week,45,2021-04-05
456,two,43,2021-04-05
457,going,43,2021-04-05
458,us,42,2021-04-05
459,think,41,2021-04-05
460,covid,662,2021-03-18
461,nineteen,127,2021-03-18
462,#covid19,119,2021-03-18
463,vaccine,113,2021-03-18
464,one,78,2021-03-18
465,people,76,2021-03-18
466,#covidvaccine,66,2021-03-18
467,would,61,2021-03-18
468,today,59,2021-03-18
469,first,58,2021-03-18
470,get,49,2021-03-18
471,jab,48,2021-03-18
472,year,48,2021-03-18
473,time,46,2021-03-18
474,two,42,2021-03-18
475,deaths,42,2021-03-18
476,good,41,2021-03-18
477,day,40,2021-03-18
478,well,40,2021-03-18
479,last,39,2021-03-18
480,covid,678,2021-04-06
481,nineteen,105,2021-04-06
482,#covid19,101,2021-04-06
483,vaccine,98,2021-04-06
484,people,94,2021-04-06
485,one,91,2021-04-06
486,us,57,2021-04-06
487,get,54,2021-04-06
488,passports,53,2021-04-06
489,would,49,2021-04-06
490,uk,49,2021-04-06
491,year,44,2021-04-06
492,need,44,2021-04-06
493,want,43,2021-04-06
494,many,39,2021-04-06
495,still,39,2021-04-06
496,today,38,2021-04-06
497,back,38,2021-04-06
498,two,38,2021-04-06
499,know,37,2021-04-06
500,covid,806,2021-03-21
501,nineteen,140,2021-03-21
502,people,130,2021-03-21
503,vaccine,122,2021-03-21
504,get,107,2021-03-21
505,#covid19,105,2021-03-21
506,would,102,2021-03-21
507,like,99,2021-03-21
508,one,88,2021-03-21
509,year,76,2021-03-21
510,us,71,2021-03-21
511,back,69,2021-03-21
512,uk,67,2021-03-21
513,last,62,2021-03-21
514,first,62,2021-03-21
515,today,57,2021-03-21
516,day,54,2021-03-21
517,jab,52,2021-03-21
518,go,52,2021-03-21
519,think,51,2021-03-21
520,covid,751,2021-03-03
521,nineteen,126,2021-03-03
522,vaccine,110,2021-03-03
523,#covid19,90,2021-03-03
524,people,83,2021-03-03
525,one,82,2021-03-03
526,get,81,2021-03-03
527,year,68,2021-03-03
528,would,67,2021-03-03
529,jab,65,2021-03-03
530,first,64,2021-03-03
531,two,61,2021-03-03
532,day,60,2021-03-03
533,today,60,2021-03-03
534,last,57,2021-03-03
535,back,54,2021-03-03
536,time,49,2021-03-03
537,work,47,2021-03-03
538,like,46,2021-03-03
539,us,45,2021-03-03
540,covid,797,2021-03-02
541,nineteen,139,2021-03-02
542,#covid19,135,2021-03-02
543,people,125,2021-03-02
544,vaccine,98,2021-03-02
545,get,81,2021-03-02
546,one,78,2021-03-02
547,would,65,2021-03-02
548,us,61,2021-03-02
549,back,51,2021-03-02
550,time,50,2021-03-02
551,jab,50,2021-03-02
552,getting,49,2021-03-02
553,last,48,2021-03-02
554,like,48,2021-03-02
555,still,48,2021-03-02
556,day,48,2021-03-02
557,two,47,2021-03-02
558,year,46,2021-03-02
559,first,46,2021-03-02
560,covid,1016,2021-03-05
561,nineteen,178,2021-03-05
562,one,155,2021-03-05
563,#covid19,132,2021-03-05
564,vaccine,126,2021-03-05
565,people,119,2021-03-05
566,would,103,2021-03-05
567,nhs,97,2021-03-05
568,get,96,2021-03-05
569,pay,88,2021-03-05
570,year,79,2021-03-05
571,work,76,2021-03-05
572,us,75,2021-03-05
573,got,74,2021-03-05
574,today,73,2021-03-05
575,first,68,2021-03-05
576,back,68,2021-03-05
577,last,68,2021-03-05
578,like,68,2021-03-05
579,staff,67,2021-03-05
580,covid,704,2021-03-01
581,people,116,2021-03-01
582,nineteen,112,2021-03-01
583,#covid19,111,2021-03-01
584,one,95,2021-03-01
585,vaccine,92,2021-03-01
586,get,78,2021-03-01
587,day,60,2021-03-01
588,year,59,2021-03-01
589,would,59,2021-03-01
590,us,58,2021-03-01
591,first,55,2021-03-01
592,uk,52,2021-03-01
593,like,50,2021-03-01
594,new,49,2021-03-01
595,jab,46,2021-03-01
596,going,45,2021-03-01
597,still,44,2021-03-01
598,last,43,2021-03-01
599,variant,43,2021-03-01
600,covid,720,2021-03-04
601,nineteen,125,2021-03-04
602,#covid19,118,2021-03-04
603,people,94,2021-03-04
604,one,80,2021-03-04
605,get,77,2021-03-04
606,vaccine,72,2021-03-04
607,like,70,2021-03-04
608,day,63,2021-03-04
609,jab,61,2021-03-04
610,would,56,2021-03-04
611,got,55,2021-03-04
612,today,52,2021-03-04
613,time,51,2021-03-04
614,back,49,2021-03-04
615,vaccination,47,2021-03-04
616,us,46,2021-03-04
617,two,46,2021-03-04
618,uk,45,2021-03-04
619,work,44,2021-03-04
620,covid,771,2021-03-15
621,vaccine,154,2021-03-15
622,#covid19,141,2021-03-15
623,nineteen,135,2021-03-15
624,people,110,2021-03-15
625,get,100,2021-03-15
626,one,92,2021-03-15
627,would,72,2021-03-15
628,jab,66,2021-03-15
629,police,60,2021-03-15
630,year,58,2021-03-15
631,today,57,2021-03-15
632,back,54,2021-03-15
633,first,52,2021-03-15
634,go,52,2021-03-15
635,well,49,2021-03-15
636,many,49,2021-03-15
637,two,47,2021-03-15
638,last,47,2021-03-15
639,day,46,2021-03-15
640,covid,884,2021-03-14
641,people,154,2021-03-14
642,nineteen,146,2021-03-14
643,police,126,2021-03-14
644,one,103,2021-03-14
645,get,102,2021-03-14
646,#covid19,102,2021-03-14
647,vigil,92,2021-03-14
648,last,87,2021-03-14
649,day,79,2021-03-14
650,year,78,2021-03-14
651,would,77,2021-03-14
652,today,72,2021-03-14
653,vaccine,67,2021-03-14
654,like,66,2021-03-14
655,rules,65,2021-03-14
656,time,63,2021-03-14
657,could,59,2021-03-14
658,still,55,2021-03-14
659,lockdown,55,2021-03-14
660,covid,707,2021-03-19
661,nineteen,140,2021-03-19
662,vaccine,133,2021-03-19
663,#covid19,130,2021-03-19
664,get,94,2021-03-19
665,people,85,2021-03-19
666,would,81,2021-03-19
667,today,80,2021-03-19
668,first,80,2021-03-19
669,one,79,2021-03-19
670,jab,73,2021-03-19
671,year,64,2021-03-19
672,time,63,2021-03-19
673,got,62,2021-03-19
674,day,57,2021-03-19
675,us,57,2021-03-19
676,well,54,2021-03-19
677,know,53,2021-03-19
678,last,48,2021-03-19
679,two,47,2021-03-19
680,covid,822,2021-03-20
681,#covid19,138,2021-03-20
682,vaccine,130,2021-03-20
683,people,123,2021-03-20
684,nineteen,118,2021-03-20
685,get,98,2021-03-20
686,today,93,2021-03-20
687,one,89,2021-03-20
688,year,77,2021-03-20
689,jab,76,2021-03-20
690,first,75,2021-03-20
691,would,75,2021-03-20
692,us,62,2021-03-20
693,day,62,2021-03-20
694,uk,57,2021-03-20
695,#covid19vaccine,56,2021-03-20
696,vaccination,56,2021-03-20
697,still,55,2021-03-20
698,got,55,2021-03-20
699,like,54,2021-03-20
700,covid,1205,2021-03-23
701,year,403,2021-03-23
702,#covid19,338,2021-03-23
703,lost,275,2021-03-23
704,one,253,2021-03-23
705,today,213,2021-03-23
706,nineteen,199,2021-03-23
707,people,199,2021-03-23
708,lockdown,157,2021-03-23
709,day,144,2021-03-23
710,us,134,2021-03-23
711,#dayofreflection,130,2021-03-23
712,last,123,2021-03-23
713,lives,113,2021-03-23
714,would,109,2021-03-23
715,remember,109,2021-03-23
716,first,100,2021-03-23
717,many,98,2021-03-23
718,get,98,2021-03-23
719,since,95,2021-03-23
720,covid,832,2021-03-22
721,#covid19,143,2021-03-22
722,nineteen,141,2021-03-22
723,two,140,2021-03-22
724,vaccine,104,2021-03-22
725,one,94,2021-03-22
726,people,89,2021-03-22
727,get,88,2021-03-22
728,us,85,2021-03-22
729,nhs,78,2021-03-22
730,would,77,2021-03-22
731,johnson,73,2021-03-22
732,year,73,2021-03-22
733,enough,68,2021-03-22
734,left,66,2021-03-22
735,today,64,2021-03-22
736,together,64,2021-03-22
737,office,61,2021-03-22
738,tory,59,2021-03-22
739,pay,59,2021-03-22
740,covid,807,2021-03-24
741,nineteen,166,2021-03-24
742,#covid19,146,2021-03-24
743,vaccine,97,2021-03-24
744,one,92,2021-03-24
745,people,86,2021-03-24
746,year,77,2021-03-24
747,would,74,2021-03-24
748,jab,63,2021-03-24
749,time,63,2021-03-24
750,get,62,2021-03-24
751,today,59,2021-03-24
752,uk,56,2021-03-24
753,day,53,2021-03-24
754,back,51,2021-03-24
755,us,51,2021-03-24
756,still,49,2021-03-24
757,like,48,2021-03-24
758,lockdown,46,2021-03-24
759,well,46,2021-03-24
760,covid,1441,2021-03-26
761,nineteen,842,2021-03-26
762,#dateofalqadrnightramadan1442,719,2021-03-26
763,allah,630,2021-03-26
764,two,604,2021-03-26
765,yemen,570,2021-03-26
766,ad,516,2021-03-26
767,mohammad,475,2021-03-26
768,nasser,473,2021-03-26
769,three,471,2021-03-26
770,two thousand and twenty-one,448,2021-03-26
771,imam,419,2021-03-26
772,alyemeni,380,2021-03-26
773,"one thousand, four hundred and forty-two",212,2021-03-26
774,eighteen,206,2021-03-26
775,rajab,203,2021-03-26
776,ah,201,2021-03-26
777,would,195,2021-03-26
778,mahdi,183,2021-03-26
779,worship,177,2021-03-26
